npsn,nama_sekolah,alamat,kelurahan,kecamatan,kabupaten,provinsi,status,bentuk_pendidikan,jenjang,telepon,fax,email,website,operator
20216011,SMKS AL IRSYAD AL ISLAMIYYAH HAURGEULIS,JL. JEND. SUDIRMAN NO 239 CIPANCUH KEC. HAURGEULIS TELP. (0234) 741052 KAB. IND,CIPANCUH,Haurgeulis,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,0234741052,0234741052,smkalirsyad_hgl@yahoo.co.id,http://smkalirsyad-hgl.sch.id,Wawan Irwansyah
20216009,SMKS MANDIRI HAURGEULIS,JEND. SUDIRMAN NO.112 CIPANCUH HAURGEULIS,CIPANCUH,Haurgeulis,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,0234743158,0234741123,smkmandirihaurgeulis11@gmail.com,-,WAIMAH
20216007,SMKS MUHAMMADIYAH HAURGEULIS,JL. K.H. AHMAD DAHLAN NO. 3 HAURGEULIS,HAURGEULIS,Haurgeulis,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,0234741367,0234741979,smkmuh_hgl@yahoo.com,http://www.smkm-hgl.com,FREDRYK KENEDY
20233763,SMKS NU HAURGEULIS,JL. KI HAJAR DEWANTARA NO. 32 HAURGEULIS,SUKAJATI,Haurgeulis,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,02347155167,-,smknuhaurgeulis032@gmail.com,http://www.smknuhaurgeulis.sch.id,REZZA RIENALDY HIDAYAT
69768179,SMKS PEJUANG NEGERI HAURGEULIS,Jl. Blok Jati No.99 Dusun Cinini,SUMBERMULYA,Haurgeulis,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkpnhgl@yahoo.com,http://galerikaryasmkpenha.blogspot.com,Yopi Nurdiansyah
20244757,SMKS PUI HAURGEULIS,JL.SILIWANGI NO.04 HAURGEULIS,HAURGEULIS,Haurgeulis,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,0234742669,0234742669,smkpuihaurgeulis@rocketmail.com,http://https://smkpuihaurgeulis.sch.id,Qurrotul Ayuni
69946175,SMK DARUSHSHOLIHIN KROYA,Jl. Raya PU Desa Temiyangsari,TEMIYANGSARI,Kroya,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,45362,ops.kroya@gmail.com,http://smkdakor.blogspot.com,Toha Irawan
69894394,SMK Insan Kamil,Jl. PU Tanjungkerta No. 70,TANJUNGKERTA,Kroya,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkinsankamil2014@gmail.com,-,DARSANI PUTRA
69862818,SMK MAARIF SUKASLAMET,Jl. Raya Sukaslamet - Kec. Kroya,SUKASLAMET,Kroya,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smks.maarifsukaslamet@gmail.com,http://smks-maarifsukaslamet.sch.id,RIA RIZKIYAH UTAMI
69831540,SMK NU REHOBOT KROYA,Jl. Rehobot,JAYAMULYA,Kroya,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smknurehobotkroya@gmail.com,http://20282190.siap-sekolah.com,MUHAMAD MURSID
69888852,SMK SENI INDRAMAYU,Jl. PU Sukamelang Blok Koyor Rt 05 Rw 03,SUKAMELANG,Kroya,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,02347147000,-,smkseni_indramayu@yahoo.co.id,http://websmkseni.blogspot.co.id/,wahono agus purnomo
69945625,SMK AS SAHIDU GABUSWETAN,Desa Sumbon Blok Sida Kerta Kecamatan Kroya - Indramayu,KEDOKANGABUS,Gabuswetan,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smk.gabuswetan.yihk07@gmail.com,-,SEHABUDIN
69947224,SMK BENTENG PANCASILA,Jalan Raya Sumur Watu Blok Pedati 1,BABAKANJAYA,Gabuswetan,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smks.bentengpancasila@gmail.com,http://s.id/smkbenpasterisi,ABDUL AZIS MUSLIM
20254099,SMKN 1 GABUSWETAN,JL. PU RANCAHAN,RANCAHAN,Gabuswetan,Kab. Indramayu,Jawa Barat,NEGERI,SMK,DIKMEN,02347146902,00,smkngabuswetan@yahoo.co.id,http://www.smkn1gabuswetan.sch.id/,irwan anandi
20253309,SMKS EL HUDA KEDOKANGABUS,Jl. RAYA KEDOKANGABUS-RAJASINGA Kec.GABUSWETAN,KEDOKANGABUS,Gabuswetan,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkelhudakedokangabus@yahoo.co.id,http://www.smkelhudakedokangabus.sch.id,SANDI
20253574,SMKS NU GABUSWETAN,JL. RAYA TEGALPELEM GABUSWETAN,DRUNTEN KULON,Gabuswetan,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smk_nu_gabuswetan@yahoo.com,http://www.ponpes-manbaulhasanah.com,Rasita
69947092,SMK AL MUSTAQIM CIKEDUNG,Jl. Raya Tugu - Jambak,JAMBAK,Cikedung,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkalmustaqim2@gmail.com,http://smkalmustaqimcikedung.blogspot.co.id/,ABDUL AZIZ
69931787,SMK ASH SHOBUNIYYAH CIKEDUNG,Jl. Kopral Warja,LOYANG,Cikedung,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smk_ashshobuniyyah@yahoo.co.id,-,Miftahu Shobir
69849585,SMK NU CIKEDUNG,Jl. Raya Cikedung Lor - Mundak Jaya,CIKEDUNG LOR,Cikedung,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smknucikedung8@gmail.com,-,SARNOTO
20255901,SMKN 1 CIKEDUNG,JL. RAYA CIKEDUNG - TERISI,JAMBAK,Cikedung,Kab. Indramayu,Jawa Barat,NEGERI,SMK,DIKMEN,02347046588,-,smkn1cikedung@rocketmail.com,http://smkn1cikedung.sch.id,Agus Budiarto
20216002,SMKN 1 LELEA,JL. RAYA LELEA,TAMANSARI,Lelea,Kab. Indramayu,Jawa Barat,NEGERI,SMK,DIKMEN,02347011153,0,smknegeri1lelea@ymail.com,http://smknegeri1lelea.sch.id,Jevry Maulana Irawan
69759191,SMKS MIFTAHUL JANNAH LELEA,JL. RAYA LARANGAN - TUGU,NUNUK,Lelea,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkpmblelea22@gmail.com,-,mita leah sapitri
69754612,SMKS Atthahiriyah Bangodua,JL. BEDUYUT NO. 04,BEDUYUT,Bangodua,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkatthahiriyahbangodua@yahoo.com,http://www.example.com,RIKA WAHYUNI
20253554,SMKS CENDEKIA WANASARI,JL. RAYA WANASARI - TUGU KM 1,WANASARI,Bangodua,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,02347140602,-,smkcendekiawanasari.idm@gmail.com,http://https://smkcendekiawanasari.sch.id,CHAERUDIN
69873706,SMK NUSA MANGGA SUCI,Blok Jarong Kidul,KALENSARI,Widasari,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,0,smknusamanggasuci@yahoo.com,http://www.smknusamanggasuci.com,AYATULLAH
20271071,SMKN 1 WIDASARI,JL.BY PASS UJUNGJAYA,UJUNGJAYA,Widasari,Kab. Indramayu,Jawa Barat,NEGERI,SMK,DIKMEN,-,-,smkn_1_widasari@yahoo.com,-,PERMANA RAKA ALAM
69786575,SMKS Dharma Negara,Jl. Raya Pantura Widasari,UJUNGJAYA,Widasari,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkdharmanegara13@gmail.com,http://www.example.com,DEDI HARYANTO
69889032,SMK NU LEMAH AYU,Jl. Talen Mundu Desa Lemah Ayu,LEMAHAYU,Kertasemaya,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smknulemahayu711@gmail.com,http://www.kedungwungu.com,ALI NURIDIN
20268572,SMKS DARUL ULUM KERTASEMAYA,KH. QOMARUDDIN BLOK KAYU DUWUR RT/RW. 02/01,LEMAHAYU,Kertasemaya,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkdarululumkertasemaya@gmail.com,-,ismail ismawan
20268574,SMKS NU KERTASEMAYA,JL.BY PASS KERTASMAYA KM.39,TULUNGAGUNG,Kertasemaya,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smknuxer@gmail.com,http://dapo.dikdasmen.kemdikbud.go.id/sekolah/7CD1984A4D0A531E6D0A,Mukhlis
20215947,SMKS TELADAN KERTASEMAYA,JL.BY PASS KERTASEMAYA NO. 47,KERTASEMAYA,Kertasemaya,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,0234356579,0,smkteladan.ktm@gmail.com,http://smkteladankertasemaya.sch.id,muhammad amin
69786581,SMKS YAPIN KERTASEMAYA,Jalan By Pass Binaria No. 20,TULUNGAGUNG,Kertasemaya,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkyapin.kertasemaya@yahoo.com,-,ASEP NUGRAHA
70029069,SMK Bhakti Pasundan,Jl. Raya Bencirong No. 7 RT. 18 RW. 05,SRENGSENG,Krangkeng,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,-,-,TIARA SURYA LESTARI TAMPUBOLON
69831538,SMK KARANGMANGU,Jl. Raya Karangmangu,DUKUHJATI,Krangkeng,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkkarangmangu@yahoo.com,-,MUHAJIRIN
20268575,SMK NAHDLATUL ULAMA KRANGKENG,Jl. Kyai Haji Hasyim Asyari Nomor 9,KEDUNGWUNGU,Krangkeng,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smknu_krangkeng@yahoo.com,http://smknu_krangkeng.com,AHMAD JAENUDIN
69952846,SMK NU AL QURANIYAH,Jl. Sumur Pondok No. 38,DUKUHJATI,Krangkeng,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,bantaly98@gmail.com,-,Tukiyatul Hikmah
20241355,SMKN 1 KRANGKENG,JALAN RAYA  SINGAKERTA KRANGKENG,SINGAKERTA,Krangkeng,Kab. Indramayu,Jawa Barat,NEGERI,SMK,DIKMEN,02347136113,-,admin@smkn1krangkeng.sch.id,http://www.smkn1krangkeng.sch.id,SUPRIYADI
20268569,SMKS ISLAM ASY SYAFIIYYAH KRANGKENG,JL. KYAI ABD. MUIN NO.15A KEDUNGWUNGU,KEDUNGWUNGU,Krangkeng,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,0234,-,smkislam_asysyafiiyyah@yahoo.co.id,http://www.smkasy-syafiiyyah.sch.id,WARNADI
69840995,SMKS NURUL QURAN,Jl. Kebo No. 06,KAPRINGAN,Krangkeng,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smknq.krangkeng@gmail.com,http://SMKNQ.COM,Adinda Suseno
20256281,SMKS PLUS AS SALAFIYAH KERANGKENG,JL. Syech Royani,SRENGSENG,Krangkeng,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smksplusassalafiyah@gmail.com,http://www.smkplusassalafiyah.sch.id,Taufiq Hidayatillah
69950622,SMK NU KELAUTAN KAPLONGAN,Jl. Raya Kaplongan No.28,KAPLONGANLOR,Karangampel,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,0234486777,-,smknu.kelautan.kpl@gmail.com,http://smknukelautan.sch.id,ELON FARIANSYAH
69728102,SMKS AL-HIKMAH KARANGAMPEL,JL. DODOG DESA SENDANG,SENDANG,Karangampel,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,02347136958,-,smk.alhikmah@ymail.com,-,Saeful Hidayat
20268573,SMKS ISLAM AL MUAMMILIN,JALAN HABIB KELING,PRINGGACALA,Karangampel,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,02347135549,02347135549,smkislamalmuammilin@ymail.com,http://www.smkislamalmuamilin.blogspot.com,NISROTUL FAHMI
69754534,SMKS MUHAMMADIYAH KARANGAMPEL,JL. RAYA SENDANG,SENDANG,Karangampel,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkmuhammadiyahkr.ampels@yahoo.com,http://smkmuhkarangampel.sch.id,Nurul Akbar
20215996,SMKS NU KAPLONGAN,JL. RAYA KAPLONGAN NO. 28,KAPLONGANLOR,Karangampel,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,0234485046,0234486008,smknukaplongan@yahoo.co.id,http://www.smknukaplongan.sch.id,ADE FAHMI A
20264428,SMKS NU KARANGAMPEL,JL. RAYA MUNDU NO. 01/01 KARANGAMPEL,MUNDU,Karangampel,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,0234,smk_nu_karangampel@yahoo.com,http://www.smknukarangampel.com,INDRA SYAIFUL ABIDIN
20271073,SMKS PGRI KARANGAMPEL,RAYA BARAT KARANGAMPEL,KARANGAMPEL KIDUL,Karangampel,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,7135334,-,smkpgrikarangampel@yahoo.com,http://www.smkpgrikarangampel.sch.id,Sukirman
69939998,SMK NUSANTARA AKHFAS,Jalan Indramayu-karangampel,JUNTIKEBON,Juntinyuat,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,02344801825,-,smknusantaraakhfas@gmail.com,http://smkmtsnusantaraakhfas.blogspot.com,KHOLIDAH
20253138,SMKS MUHAMMADIYAH SEGERAN JUNTINYUAT,Jl. Raya Segeran No. 18,SEGERAN KIDUL,Juntinyuat,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,0234487502,0,smksmuhjnt@gmail.com,http://kamus.mysch.id/,Khalid Abrar Aji
20215949,SMKS PGRI KAMAL JUNTINYUAT,JL. RAYA JUNTINYUAT BLOK KAMAL,JUNTIKEBON,Juntinyuat,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkpgrikamaljuntinyuat@gmail.com,http://smkpgrikamaljuntinyuat.sch.id,ZULFIAN AWALUDIN
20255767,SMKS YABUJAH SEGERAN,JL. KH. HASYIM ASYARI NO.1/1,SEGERAN KIDUL,Juntinyuat,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,0234487664,0234487664,yabujahsmk@gmail.com,http://smkyabujah.sch.id,Duladi Adi Sodikin
69952016,SMK TARUNA INDRAMAYU,Jl. Raya By Pass Tambi Lor,TAMBI LOR,Sliyeg,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,02347141379,-,smktarunaindramayu@yahoo.co.id,http://smktarunaindramayu.sch.id,Sugiarto
20268852,SMKS AS SAKIENAH BOARDING SCHOOL,RAYA TUGU - SLIYEG,TUGU,Sliyeg,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smk.assakienahbs@yahoo.com,http://www.smkassakienhbs.com,BAMBANG NURANTO
69948195,SMK PARIWISATA YAPPMI JATIBARANG,Jl. Raya Kebulen No.004,KEBULEN,Jatibarang,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,023471412971,-,smkparyappmi@gmail.com,http://www.smkpariwisatajtb.wordpress.com,JARIH
20233761,SMKN 1 JATIBARANG,JL. RAYA JATISAWIT JATIBARANG - INDRAMAYU,JATISAWIT,Jatibarang,Kab. Indramayu,Jawa Barat,NEGERI,SMK,DIKMEN,02347020010,02347020010,smkn1_jtb@yahoo.co.id,http://smkn1jtb.sch.id,Junaedi
69734355,SMKS AS-SALAAM JATIBARANG,JL RAYA BULAK BLOK ROMA RT 01 RW 01  Kode Pos: 45273,BULAK,Jatibarang,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,0234356121,0234356121,smkassaza86@gmail.com,http://www.smkassalamjtb.sch.id,Adi Mustopa S.Si
20252980,SMKS MUHAMMADIYAH JATIBARANG,JL. MAYOR DASUKI NO.131 JATIBARANG,JATIBARANG,Jatibarang,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,0234351314,-,smkm_jtb@yahoo.co.id,http://www.smkmuhjtb.sch.id,RIJAL ARIF SOFYAN
20215994,SMKS PELITA JATIBARANG,JL.RAYA BULAK KOMPLEK KANTOR CAMAT JATIBARANG,BULAK,Jatibarang,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,0234352078,0234352078,smkpelitajatibarang772@gmail.com,http://www.smkpelitajatibarang.com,MUHAMAD SAFI'I MUSTAKIM
20215971,SMKS PGRI JATIBARANG,Jl. Mayor Dasuki No.159 Jatibarang-Indramayu,KEBULEN,Jatibarang,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,0234353048,-,smkpgrjatibarang.159@gmail.com,http://smkpgrijatibarang.sch.id,LENDANG HASIANA
20215948,SMKS PUI JATIBARANG,JL. LETNAN JONI,JATIBARANG,Jatibarang,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,0234352348,-,smkspuijatibarang@gmail.com,http://www.smkpui-jtb.sch.id,HERMANSYAH
70004640,SMK ISLAM TERPADU SABILILLAH,Jl. Balai Desa Sudimampirlor,SUDIMAMPIRLOR,Balongan,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,081809566310,smkit.sabilillah@gmail.com,-,M. RIZQI ABIL MAWAHIB
20233758,SMKN 1 BALONGAN,JL. RAYA SUKAURIP N0. 35,SUKAURIP,Balongan,Kab. Indramayu,Jawa Barat,NEGERI,SMK,DIKMEN,0234428146,0234428146,smkn_1balongan@yahoo.co.id,http://smkn1balongan.sch.co.id,Moh. Arif Nidhomuddin
69948290,SMK AL MUSTHOFA INDRAMAYU,Jl. Sutajaya No. 05,PEKANDANGAN,Indramayu,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,02347120403,02347120403,smkalmusthofa23@gmail.com,-,Suwandi
69888465,SMK ISLAM TERPADU AL IRSYADY,Jl. Raya Pekandangan Jaya Km 05,PEKANDANGAN JAYA,Indramayu,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,02347122256,0,alirsyadysmk@gmail.com,http://smkitalirsyady.blogspot.com,SMILE FEBRIYAN
69957365,SMK MIGAS BALONGAN INDRAMAYU,Jl. Sukarno Hatta,PEKANDANGAN JAYA,Indramayu,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,indramayusmkmigasbalongan@gmail.com,http://www.smkmigasbalonganindramayu,Aziz Haqqul Mubin
69988774,SMK MITRA MARITIM,Jl. Pantai Song RT/RW 01/02,KARANGSONG,Indramayu,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,-,http://smkmitramaritim.sch.id,AFRI RAMADHAN
20233755,SMK WIDYA UTAMA,JL. PAHLAWAN NO. 45,LEMAHMEKAR,Indramayu,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,02345746459,-,smkwidyautama45@gmail.com,http://smkwidyautama.sch.id,Eko Djoko Susilo
20216004,SMKN 1 INDRAMAYU,JL. GATOT SUBROTO NO. 47 INDRAMAYU,KARANGANYAR,Indramayu,Kab. Indramayu,Jawa Barat,NEGERI,SMK,DIKMEN,0234271180,0234271180,sbi.smkn1indramayu@gmail.com,http://smkn1indramayu.sch.id,Indra Nur Hartono
20215997,SMKN 2 INDRAMAYU,JL. PABEAN UDIK NO. 15,PABEANUDIK,Indramayu,Kab. Indramayu,Jawa Barat,NEGERI,SMK,DIKMEN,0234276308,0234276308,adm@smknduaindramayu.sch.id,http://www.smknduaindramayu.sch.id,TARODIN
20216010,SMKS ENDANG DARMA AYU INDRAMAYU,JL. GATOT SUBROTO NO. 05 INDRAMAYU,KARANGANYAR,Indramayu,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,0234275548,0234275548,smk_eda_indramayu@yahoo.com,http://smkendangdarmaayu.sch.id,HASIMMIM
20241338,SMKS FARMASI INDRAMAYU,JL. OLAH RAGA NO. 26 INDRAMAYU,KARANGANYAR,Indramayu,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,275528,277224,smk.farmasi.indramayu@gmail.com,http://smafda.blogspot.com,caswinto
20215973,SMKS NASIONAL INDRAMAYU,Jalan Soekarno Hatta No. 16,PEKANDANGAN,Indramayu,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smknayu@gmail.com,http://smknasionalindramayu.sch.id,syaefudin
69754532,SMKS NU RAUDLATUL MUTA`ALLIMIN,JL. PRAWIRA KEPOLO,SINGARAJA,Indramayu,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smknurm@yahoo.com,http://www.smknuradja.sch.id,Teddy Setiadi
20215972,SMKS PGRI INDRAMAYU,JL. IR.H. JUANDA NO.256,KARANGANYAR,Indramayu,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,0234272449,0234272449,smkpgri.indramayu@yahoo.com,http://https://sites.google.com/view/smkpgriindramayu/home,Carnoto
69754418,SMKS YAPIIM INDRAMAYU,JL KAPUAN JAYA 175 DUKUH,DUKUH,Indramayu,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkyapiimindramayu@gmail.com,http://www.smk-yapiim.sch.id,Nur Kholis
69947344,SMK IT HIDAYATUL MUJAHIDIN,Jl. Raya Pecuk Km.5,PANYINDANGAN KULON,Sindang,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smk_it@yahoo.com,-,NURSALIM
20215998,SMKN 1 SINDANG,JL. MAYOR DASUKI NO. 3B,PENGANJANG,Sindang,Kab. Indramayu,Jawa Barat,NEGERI,SMK,DIKMEN,0234274949,0234274949,smkn.1sindang@yahoo.co.id,http://smkn1sindang.sch.id,ARIS HARIYANTO
20271883,SMKS IBS TATHMAINUL QULUUB,JL. RAYA PANYINDANGAN WETAN NO. 10 SINDANG-INDRAMAYU,PANYINDANGAN WETAN,Sindang,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,0234276687,smkibstq@gmail.com,http://www.facebook.com/smkibs,AHMAD AFIFUDDIN
69754533,SMKS SAYID SABIQ INDRAMAYU,JL. RAYA PANYINDANGAN WETAN NO.1,PANYINDANGAN WETAN,Sindang,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,0234274222,02345278666,smksayidsabiq@yahoo.co.id,http://sayidsabiq.ac.id,Tika Herlina
20271075,SMKS SUAKA SINDANG,Jl. Raya Panyindangan No. 7,PANYINDANGAN WETAN,Sindang,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,0234274683,-,sindangsmksuaka@gmail.com,http://smksuakaim.blogspot.co.id,Ahmad Fidyan Fauzi
69945954,SMK MADINATUL ROSUL LOHBENER,Jl. Raya By Pass Kiajaran Wetan,KIJARAN WETAN,Lohbener,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkmadinatulrosullohbener@gmail.com,-,UDIN WAHYUDIN
69947287,SMK NU DARMA AJI,Jl. Suryanegara No. 01 Rt/Rw. 13/03,LEGOK,Lohbener,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smknudarmaaji@yahoo.com,http://www.smknuda.com,YOGI AGUS PIYANTO
69952350,SMK RISTEK INDRAMAYU,Jl. Raya pamayahan Blok PDAM,PAMAYAHAN,Lohbener,Kab. Indramayu,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkristek.indramayu0108@gmail.com,http://smkristek.indramayu.sch.id,SANDI RACHMATIONO
