npsn,nama_sekolah,alamat,kelurahan,kecamatan,kabupaten,provinsi,status,bentuk_pendidikan,jenjang,telepon,fax,email,website,operator
20100282,SMKS PSKD 1 JAKARTA,JL. Prajurit KKO Usman & Harun No. 26,SENEN,Senen,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0213851230,021,smkpskd1@gmail.com,http://www.pskd.org,Philip Christian G
20100158,SMKN 14 JAKARTA,JL. PERCETAKAN NEGARA II A,JOHAR BARU,Johar Baru,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,NEGERI,SMK,DIKMEN,4240543,42875667,smkn14jakarta@gmail.com,https://smkn14jakarta.sch.id/,mohammad firmandaz
20100165,SMKN 31 JAKARTA,JL. KRAMAT JAYA BARU BLOK DII,JOHAR BARU,Johar Baru,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,NEGERI,SMK,DIKMEN,0214246015,0214223568,smkn31jkt@gmail.com,http://www.smkn31-jakarta.sch.id,Boby Dwiandika S.
20100105,SMKS KAMPUNG JAWA JAKARTA,JL. PERCETAKAN NEGARA II,JOHAR BARU,Johar Baru,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0214212680,0214212680,smk.kampungjawa1970@gmail.com,http://www.smkkampungjawajkt.sch.id,Prilia Eko Winarno
20100168,SMKN 39 JAKARTA,JALAN CEMPAKA PUTIH TENGAH VI NO. 2,CEMPAKA PUTIH TIMUR,Cempaka Putih,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,NEGERI,SMK,DIKMEN,0214246845,0214246845,infosmkn39jkt@gmail.com,http://www.smkn39jakarta.sch.id,Sapta Edefir
20178283,SMKS CEMPAKA,JL CEMPAKA PUTIH BARAT,CEMPAKA PUTIH BARAT,Cempaka Putih,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0214264432,0214264432,smkcempaka@gmail.com,http://smkcempaka.sch.id,RUHIMAT
20100114,SMKS KSATRYA,JL. PERCETAKAN NEGARA NO. D 232,CEMPAKA PUTIH BARAT,Cempaka Putih,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0214256689,02142880600,smkperguruanksatrya51@gmail.com,http://www.perguruanksatryalimasatu.com,Muhammad Daffa Fahirta
20100153,SMKS PGRI 4 JAKARTA,JL. PERCETAKAN NEGARA XI A,RAWASARI,Cempaka Putih,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0214261308,0214261308,smkpgri.empat@gmail.com,http://smkpgri4.my.sch.id,Maryanto Fadhila
20107259,SMKS TUNAS HARAPAN,JL. CEMP. PUTIH BARAT 14 CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Cempaka Putih,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0214224551,0214257037,tunasharapancempaka@gmail.com,http://www.smk-tunas-harapan.com,Sigit Nursaid
20100296,SMK TAMANSISWA 2,JL. GARUDA NO. 44 KEMAYORAN,KEMAYORAN,Kemayoran,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,4208347,4208347,tamsis2jakarta@yahoo.co.id,http://www.smktamansiswa2jakarta.sch.id,Dwi Respati Mardanni
20100162,SMKN 21 JAKARTA,JL. SIAGA I GG. SWADAYA III,KEBON KOSONG,Kemayoran,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,NEGERI,SMK,DIKMEN,0214247475,4247475,smkn21jkt@yahoo.com,http://smkn21jakarta.sch.id,Abdul Fatah
20100164,SMKN 3 JAKARTA,JL. GARUDA NO. 63 KEMAYORAN,GUNUNG SAHARI SELATAN,Kemayoran,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,NEGERI,SMK,DIKMEN,0214209629,0214209629,smknegeri03jkt@gmail.com,http://smkn3jkt.sch.id,ARUN SUHERMAN
20100157,SMKN 44 JAKARTA,JL. HARAPAN JAYA 9/5A KEMAYORAN,CEMPAKA BARU,Kemayoran,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,NEGERI,SMK,DIKMEN,0214240912,0214267719,smknegeri44jkt@gmail.com,http://www.smkn44jkt.sch.id,Persadanta Barus
20100156,SMKN 54 JAKARTA,JL. BENDUNGAN JAGO NO. 53,SERDANG,Kemayoran,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,NEGERI,SMK,DIKMEN,0214248741,0214248741,officialsmkn54jkt@gmail.com,http://www.smkn54jkt.com,Supras Widi Apsari
20100117,SMKS JAKARTA DUA,JL. CEMPAKA BARU TENGAH NO. 1-3,CEMPAKA BARU,Kemayoran,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0214269377,02142875030,smkjakartadua@gmail.com,http://www.smkjakartadua.com,Sheiraa Putri Indarko
20177909,SMKS KRISTEN KANAAN,JL. KRAN RAYA NO. 7  JAKARTA,GUNUNG SAHARI SELATAN,Kemayoran,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0214222822,0214219435,smk.jakarta@kanaan.sch.id,http://www.kanaan.sch.id,Risma Napitupulu
20100115,SMKS MUHAMMADIYAH 1 JAKARTA,JL. GARUDA NO. 33 KEMAYORAN,GUNUNG SAHARI SELATAN,Kemayoran,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,02142879461,02142879461,info@smkmuhammadiyah1jkt.sch.id,http://smkmuhammadiyah1jkt.sch.id,Budi  Sukmono
20100141,SMKS MUHAMMADIYAH 11 JAKARTA,JL. CEMPAKA WANGI II/12,HARAPAN MULYA,Kemayoran,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0214222125,4222125,smkmuh11@yahoo.com,-,Rahmat Sugiarto
20100307,SMKS PONCOL,JL. MUTIARA RAYA,SUMUR BATU,Kemayoran,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0214252110,-,smkponcol_kmy@yahoo.co.id,http://smkponcol.sch.id,Firmansyah
20100303,SMKS STRADA 1 JAKARTA,JL. GUNUNG SAHARI NO. 88,GUNUNG SAHARI SELATAN,Kemayoran,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,42872335,42872335,smkstrada1@gmail.com,http://strada1.smkstrada.sch.id/,Dominica Disa Novalinda
20100294,SMKS TAMAN SISWA 1 JAKARTA,JL GARUDA NO. 25,GUNUNG SAHARI SELATAN,Kemayoran,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0214224336,0214224336,smktamsis1jkt@gmail.com,https://www.smktamansiswa1jakarta.sch.id/,TRISNA RACHMAT R
20100131,SMK AT TAQWA,JL. RAJAWALI SELATAN VI NO. 18,GUNUNG SAHARI UTARA,Sawah Besar,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0216406337,02164710784,smkattaqwa.18@gmail.com,http://www.smk-attaqwa.net,Dicky Wahyudi
20109314,SMK FARMASI BPK PENABUR,PINTU AIR RAYA NO. 11,PASAR BARU,Sawah Besar,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0213510045,0213510045,smkfk@bpkpenaburjakarta.or.id,http://www.bpkpenaburjakarta.or.id,Sahat Marpaung
20100104,SMK KARTINI,JL KARTINI RAYA NO. 26,KARTINI,Sawah Besar,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0216597662,0216240755,smkkartininusantara@yahoo.co.id,http://www.kartininusantara.sch.id,REVI RAMADHANTI
20100143,SMKN 1 JAKARTA,JL. BUDI UTOMO NO.7 SAWAH BESAR,PASAR BARU,Sawah Besar,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,NEGERI,SMK,DIKMEN,3813630,3813630,smkn1jakarta@gmail.com,http://www.smkn1jakarta.sch.id,Budiyati
20100163,SMKN 27 JAKARTA,JL. DR. SUTOMO NO. 1,PASAR BARU,Sawah Besar,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,NEGERI,SMK,DIKMEN,3845739,3524973,smkn27jkt@gmail.com,http://smkn27jkt.sch.id,CANDRA MAHARDIKA
20107258,SMKS STRADA JAKARTA,JL. RAJAWALI SELATAN 2 NO. 1,GUNUNG SAHARI UTARA,Sawah Besar,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,02164713796,0216410147,info@stmstrada.sch.id,http://www.stmstrada.sch.id,RIZKY SAPUTRI
20100119,SMK AL IRSYAD,JL. KH. HASYIM ASHARI 27 GAMBIR,PETOJO UTARA,Gambir,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,02122630265,-,smk.alirsyad@gmail.com,http://smk_alirsyad.blog.blogspot.com,Nursyifa Syawaliyah
20107252,SMK BUNDA MULIA 1,JL. AM. SANGAJI N0. 20 PETOJO UTARA,PETOJO UTARA,Gambir,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0216329005,0216321457,bundamuliasmk@yahoo.com,http://www.sbm.or.id,Azis Kohar
69981907,SMK Global Multimedia,Jl. Alaydrus No. 10,PETOJO UTARA,Gambir,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,02122633962,-,info@globalmultimedia.sch.id,http://globalmultimedia.sch.id,Azimy Aviv
20100108,SMK JAKARTA PUSAT 1,JL. ABDUL MUIS NO. 44,PETOJO SELATAN,Gambir,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,3843975,3843975,smkjakartapusat1jakarta@gmail.com,http://www.smkjakartapusat1.sch.id/,Achmad Catur Suharyadi
20100299,SMK SANTA MARIA,Jl. Ir. H. Juanda No. 29,KEBON KELAPA,Gambir,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0213522146,-,infosmk@santamaria.sch.id,https://santamaria.sch.id/,Deodatus Danang Sapto Aji
20100288,SMK YP IPPI PETOJO,JL. PETOJO BARAT III/2,PETOJO UTARA,Gambir,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0216318984,0216313055,smkypippip@gmail.com,http://ypippijkt.sch.id,KATNO SUHENDAR
20100161,SMKN 2 JAKARTA,JL. BATU 3,GAMBIR,Gambir,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,NEGERI,SMK,DIKMEN,0213846219,0213520860,humas@smkn2jkt.sch.id,http://www.smkn2jkt.sch.id,BAMBANG HERMAWAN
20108514,SMKS REX MUNDI,ALAYDRUS NO. 42,PETOJO UTARA,Gambir,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,02163850023,0216332855,smk.rexmundi@yahoo.com,http://SMK.REXMUNDI.SCH.ID,Cartono
20100301,SMKS SANTO PAULUS,SETIA KAWAN RAYA NO. 39-41,DURI PULO,Gambir,Kota Adm. Jakarta Pusat,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,02129828851,02163861345,smk.santopaulus@yahoo.com,http://www.smksantopaulus.yahoo.com,St Fatimatu Wahidati
70052938,SMK GENESARET,"Jalan Bandengan Utara No. 40 D, RT. 001, RW. 015",PENJARINGAN,Penjaringan,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,-,-,-,-,-
20107449,SMK PERMATA INDAH,JL. KAMP GUSTI BLOK A/1Taman Permata Indah II No.1,PEJAGALAN,Penjaringan,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0216613167,0216613167,smkpermataindah@ymail.com,-,Katamsi Sudarmono
20107439,SMKN 56 JAKARTA,JL. RAYA PLUIT TIMUR NO. 1 PENJARINGAN,PLUIT,Penjaringan,Kota Adm. Jakarta Utara,D.K.I. Jakarta,NEGERI,SMK,DIKMEN,6602880,6630712,smkn56jkt@yahoo.com,http://www.smkn56jakarta.sch.id,TRI FATMAWATI
69761967,SMKS AL MUTTAQIN,JL. KAPUK MUARA RT 10/ RW 4,KAPUK MUARA,Penjaringan,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,02126081191,-,almuttaqinbisa@gmail.com,http://smk-almuttaqin.sch.id,Abd. Kharis Ma'mun
20107442,SMKS PANGERAN WIJAYAKUSUMA,JL. BANDENGAN UTARA NO. 80,PENJARINGAN,Penjaringan,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0216693514,0216684739,smkpangeranwijiayakusuma@gmail.com,http://www.sekolahwijayakusuma.sch.id,Ficky Saputra
20107452,SMKS PLUIT RAYA,JL. JEMBATAN TIGA NO.1,PENJARINGAN,Penjaringan,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0216695274,0216631914,smkpluitraya@yahoo.co.id,http://smkpluitrayajakarta.blogspot.com,SUJUD
20107453,SMKS PSKD 3 JAKARTA,JL. TANJUNG WANGI PLUIT,PENJARINGAN,Penjaringan,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0216695695,-,smk3.pskd@yahoo.co.id,http://www.pskd.org/,Rendy Prasetyo
20107455,SMKS REMAJA PLUIT,JL.PLUIT SELATAN I NO. 1 PLUIT,PLUIT,Penjaringan,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,02166694705,02166694705,smkremajapluitjakarta20107455@gmail.com,http://www.smkremajapluit.sch.id,RENI ANDAYANI
20107467,SMKS TRIDHARMA BUDHIDAYA,JL. BIDARA RAYA NO. 36,PEJAGALAN,Penjaringan,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0216620751,0216694736,tdbudhidayasmk@gmail.com,http://smktdbudhidaya.com,Didi Rohadi
20107433,SMKN 23 JAKARTA,JL. PADEMANGAN TIMUR III/19,PADEMANGAN TIMUR,Pademangan,Kota Adm. Jakarta Utara,D.K.I. Jakarta,NEGERI,SMK,DIKMEN,02164714260,02164714260,smkn23jkt@gmail.com,http://smkn23jakarta.sch.id,Ervan Trianugraha Yulisman
20107438,SMKN 55 JAKARTA,JL. PADEMANGAN TIMUR VII,PADEMANGAN TIMUR,Pademangan,Kota Adm. Jakarta Utara,D.K.I. Jakarta,NEGERI,SMK,DIKMEN,0216412787,0216412787,smk.negeri.55.jkt@gmail.com,http://www.smkn55jakarta.sch.id,M. Hammasatul Muslim
20107417,SMKS FAJAR INDAH,JL. WASPADA RAYA 1/30,PADEMANGAN BARAT,Pademangan,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,64714183,6400768,smk_fajarindah@yahoo.co.id,http://www.fajarindah@yahoo.co.id,Almit Putra
20107428,SMKS K HARAPAN MULIA,JL.PADEMANGAN V BLOK D PADEMANGAN,PADEMANGAN TIMUR,Pademangan,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0216412761,0,smkharapanmulia@yahoo.com,http://harapanmulia.blogspot.com,Enos Hasibuan
20107454,SMKS RAUDHATUL JANNATUNNAIM,JL. BUDI MULIA,PADEMANGAN BARAT,Pademangan,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,02122643259,02122643259,smkraudhatuljannatinnaim@gmail.com,http://www.smkraudhatuljannatinnaim,Rohman
20107461,SMK SISMADI,JL. WARAKAS RAYA NO.17,WARAKAS,Tanjung Priok,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,02143906643,02143906643,info@smksismadi.sch.id,http://www.smksismadi.sch.id,rohim
20100783,SMKN 12 JAKARTA,Jl. Kebon Bawang XV B No.15 RT.19/RW.2,KEBON BAWANG,Tanjung Priok,Kota Adm. Jakarta Utara,D.K.I. Jakarta,NEGERI,SMK,DIKMEN,02143932785,02143913815,smkn12@yahoo.com,http://www.smkn12jakarta.sch.id,Anjrah Mintana
20107404,SMKS AL JIHAD JAKARTA,JL. PAPANGGO 1 NO. 1,PAPANGO,Tanjung Priok,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,02165301793,-,smk_aj@yahoo.co.id,http://smkaljihad.sch.id,Wahyu Daul Muhtar
20107405,SMKS AL-KHAIRIYAH BAHARI,JL. BAHARI 3 A8 NO. 152,TANJUNG PRIUK,Tanjung Priok,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0214371849,-,smk_akab@yahoo.co.id,http://smkalkhairiyahbahari.com/,Agung Nugroho
20107410,SMKS BARUNAWATI,JL. GANGGENG II NO.1 TG. PRIOK,SUNGAI BAMBU,Tanjung Priok,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,02143912559,02143935408,smkbarunawatijktutara@gmail.com,http://smkbwtjusae.sch.id,Sukardi
20107416,SMKS DHARMA PUTRA,JL. SWASEMBADA BARAT XI NO.92,KEBON BAWANG,Tanjung Priok,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,22432948,22432948,smkdharmaputra1jkt@gmail.com,http://smkdharmaputra1jkt.wordpress.com,Miftahun Nasihin
20107418,SMKS GITA KIRTTI 2 JAKARTA,JL. SUNTER JAYA 4,SUNTER JAYA,Tanjung Priok,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,65302951,65302951,Smk.gitakirtti2@gmail.com,http://smkgitakirtti2.sch.id,ALLAN BUDI KUSUMA
20107419,SMKS GLOBAL 21 JAKARTA,JL. LANJI NO. 2,PAPANGO,Tanjung Priok,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,02165307204,-,smkglobalduasatu@yahoo.com,-,ADHI SURYA PUTRA
20107420,SMKS GUNUNG JATI JAKARTA,JL. SUNGAI BAMBU IV NO. 35,SUNGAI BAMBU,Tanjung Priok,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0214306529,-,smk.gunungjati35@gmail.com,http://https://gunungjatijakarta.sch.id/,AFIRLINKA NISRINA
20107426,SMKS KENCANA 1 JAKARTA,JL.SUNGAI BAMBU POL 13A TG. PRIOK,SUNGAI BAMBU,Tanjung Priok,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,02143938541,43925036,kencanasmk@yahoo.co.id,http://https://smkkencana.id/,MUHAMAD NOR ROHEIM
69761954,SMKS KESEHATAN GLOBAL CENDEKIA,JL GADANG NO.83-85,SUNGAI BAMBU,Tanjung Priok,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,02143937119,02143937119,globalcendekiapusat@gmail.com,"http://globalcendekia,sch.id",Muhammad Yunus
20107432,SMKS MUTIARA 1 JAKARTA,JL. KOMP YOS SUDARSO II/19,KEBON BAWANG,Tanjung Priok,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0214352520,02104352520,smk_mutiara1_jkt@yahoo.com,-,Fahwiyatun Budi E
20107422,SMKS PELAYARAN JAKARTA,JL. WARAKASVI / 19 NO. 107,PAPANGO,Tanjung Priok,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0214353790,02129460106,smkpelayaranjakarta@yahoo.com,http://https://smkpelayaranjkt.sch.id,Salpiah
20107447,SMKS PERINTIS NASIONAL JAKARTA,JL. SWASEMBADA TIMURX/02,KEBON BAWANG,Tanjung Priok,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,4353062,-,smk_perintisnasional@yahoo.com,http://smkpernas.com,Soni Rimbuana
20107462,SMKS SPES PATRIAE,JL. ANCOL SELATAN II NO. 1,SUNTER AGUNG,Tanjung Priok,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0216507574,0216510663,smk_spes_patriae@yahoo.com,http://www.20107462.siap.id/,Benediktus Ronaldi
20107470,SMKS WIYATAMANDALA BAKTI JAKARTA,JL. SWASEMBADA TIMUR XIII/46-50,KEBON BAWANG,Tanjung Priok,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0214301158,0,fitriitiq74@gmail.com,http://smkwiyatamandala-bakti.sch.id,Hendy Wijaya
20107469,SMKS WIYATAMANDALA JAKARTA,"JL. SWASEMBADA TIMUR XIII NO. 46-50, KEBON BAWANG",KEBON BAWANG,Tanjung Priok,Kota Adm. Jakarta Utara,D.K.I. Jakarta,SWASTA,SMK,DIKMEN,0214301158,0,sekolahwiyatamandala@gmail.com,-,Ari Hartanto
